"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2023","0.000020","0.000020","0.000023","0.000020","10.33B","0.00%"
"01/07/2023","0.000020","0.000020","0.000021","0.000020","10.26B","0.00%"
"01/06/2023","0.000020","0.000024","0.000025","0.000019","10.20B","-16.26%"
"01/05/2023","0.000024","0.000021","0.000027","0.000021","9.16B","15.04%"
"01/04/2023","0.000021","0.000023","0.000024","0.000021","9.42B","-5.55%"
"01/03/2023","0.000023","0.000023","0.000025","0.000022","9.16B","0.00%"
"01/02/2023","0.000023","0.000023","0.000023","0.000022","9.13B","0.00%"
"01/01/2023","0.000023","0.000022","0.000023","0.000021","9.37B","5.01%"
"12/31/2022","0.000022","0.000020","0.000023","0.000019","9.93B","9.84%"
"12/30/2022","0.000020","0.000021","0.000021","0.000019","9.95B","-4.67%"
"12/29/2022","0.000021","0.000021","0.000023","0.000020","9.97B","0.00%"
"12/28/2022","0.000021","0.000024","0.000025","0.000020","9.52B","-12.97%"
"12/27/2022","0.000024","0.000026","0.000033","0.000022","8.49B","-10.78%"
"12/26/2022","0.000026","0.000027","0.000028","0.000026","7.73B","-3.64%"
"12/25/2022","0.000027","0.000026","0.000029","0.000025","7.74B","5.66%"
"12/24/2022","0.000026","0.000027","0.000027","0.000025","7.86B","-2.52%"
"12/23/2022","0.000027","0.000024","0.000027","0.000024","8.29B","9.86%"
"12/22/2022","0.000024","0.000024","0.000026","0.000024","8.75B","0.00%"
"12/21/2022","0.000024","0.000026","0.000026","0.000024","8.22B","-4.30%"
"12/20/2022","0.000026","0.000026","0.000033","0.000024","8.01B","-3.11%"
"12/19/2022","0.000026","0.000029","0.000030","0.000025","7.41B","-10.17%"
"12/18/2022","0.000029","0.000028","0.000031","0.000027","7.26B","3.52%"
"12/17/2022","0.000028","0.000028","0.000031","0.000026","6.15B","0.00%"
"12/16/2022","0.000028","0.000031","0.000031","0.000027","6.83B","-8.63%"
"12/15/2022","0.000031","0.000030","0.000031","0.000029","6.93B","0.00%"
"12/14/2022","0.000030","0.000031","0.000031","0.000030","6.77B","-3.94%"
"12/13/2022","0.000031","0.000029","0.000032","0.000029","6.02B","9.99%"
"12/12/2022","0.000029","0.000033","0.000033","0.000027","4.48B","-13.87%"
"12/11/2022","0.000033","0.000032","0.000035","0.000031","2.23B","3.20%"
"12/10/2022","0.000032","0.000029","0.000035","0.000029","1.92B","9.30%"
"12/09/2022","0.000029","0.000034","0.000045","0.000029","2.76B","-14.23%"
"12/08/2022","0.000034","0.000032","0.000035","0.000030","2.69B","5.82%"
"12/07/2022","0.000032","0.000034","0.000034","0.000032","2.44B","-3.45%"
"12/06/2022","0.000034","0.000034","0.000034","0.000032","2.26B","0.00%"
"12/05/2022","0.000034","0.000032","0.000035","0.000032","2.50B","6.15%"
"12/04/2022","0.000032","0.000031","0.000032","0.000031","2.83B","0.00%"
"12/03/2022","0.000031","0.000032","0.000032","0.000030","2.74B","-3.02%"
"12/02/2022","0.000032","0.000031","0.000033","0.000030","2.73B","3.24%"
"12/01/2022","0.000031","0.000033","0.000035","0.000031","2.21B","-5.47%"
"11/30/2022","0.000033","0.000032","0.000035","0.000030","3.01B","5.69%"
"11/29/2022","0.000031","0.000029","0.000035","0.000029","4.51B","7.44%"
"11/28/2022","0.000029","0.000027","0.000035","0.000027","4.92B","8.60%"
"11/27/2022","0.000027","0.000026","0.000029","0.000024","4.87B","5.02%"
"11/26/2022","0.000026","0.000022","0.000030","0.000022","5.04B","14.33%"
"11/25/2022","0.000022","0.000023","0.000023","0.000022","4.90B","-2.26%"
"11/24/2022","0.000023","0.000023","0.000024","0.000022","4.90B","0.00%"
"11/23/2022","0.000023","0.000022","0.000025","0.000021","4.99B","4.26%"
"11/22/2022","0.000022","0.000022","0.000025","0.000019","5.09B","0.00%"
"11/21/2022","0.000022","0.000024","0.000026","0.000021","5.01B","-10.80%"
"11/20/2022","0.000024","0.000024","0.000026","0.000024","4.99B","0.00%"
"11/19/2022","0.000024","0.000025","0.000025","0.000024","5.02B","-4.23%"
"11/18/2022","0.000026","0.000026","0.000027","0.000025","4.92B","-2.96%"
"11/17/2022","0.000026","0.000027","0.000027","0.000026","4.90B","-4.26%"
"11/16/2022","0.000027","0.000027","0.000028","0.000027","4.98B","0.00%"
"11/15/2022","0.000027","0.000027","0.000029","0.000027","4.30B","0.00%"
"11/14/2022","0.000027","0.000024","0.000028","0.000024","4.92B","12.43%"
"11/13/2022","0.000024","0.000030","0.000030","0.000024","4.75B","-19.81%"
"11/12/2022","0.000030","0.000030","0.000032","0.000028","4.92B","3.39%"
"11/11/2022","0.000029","0.000031","0.000033","0.000029","4.47B","-3.44%"
"11/10/2022","0.000031","0.000029","0.000035","0.000025","4.61B","6.52%"
"11/09/2022","0.000029","0.000036","0.000037","0.000028","4.90B","-19.33%"
"11/08/2022","0.000036","0.000041","0.000042","0.000035","3.93B","-13.99%"
"11/07/2022","0.000041","0.000041","0.000044","0.000041","3.93B","0.00%"
"11/06/2022","0.000041","0.000041","0.000041","0.000041","","0.00%"
"11/05/2022","0.000041","0.000040","0.000041","0.000040","4.28B","0.00%"
"11/04/2022","0.000040","0.000041","0.000041","0.000039","4.86B","-2.41%"
"11/03/2022","0.000041","0.000040","0.000041","0.000040","4.42B","3.81%"
"11/02/2022","0.000040","0.000041","0.000041","0.000039","4.81B","-4.09%"
"11/01/2022","0.000041","0.000041","0.000043","0.000041","4.80B","0.00%"
"10/31/2022","0.000041","0.000043","0.000044","0.000041","4.49B","-4.56%"
"10/30/2022","0.000043","0.000043","0.000044","0.000042","4.81B","0.00%"
"10/29/2022","0.000043","0.000042","0.000045","0.000041","3.99B","4.48%"
"10/28/2022","0.000042","0.000044","0.000044","0.000041","3.68B","-4.57%"
"10/27/2022","0.000044","0.000044","0.000044","0.000043","4.01B","-2.18%"
"10/26/2022","0.000044","0.000040","0.000048","0.000040","4.65B","10.24%"
"10/25/2022","0.000040","0.000041","0.000045","0.000040","4.75B","0.00%"
"10/24/2022","0.000041","0.000037","0.000051","0.000037","5.09B","11.17%"
"10/23/2022","0.000037","0.000037","0.000037","0.000036","3.93B","0.00%"
"10/22/2022","0.000037","0.000039","0.000039","0.000036","4.15B","-5.01%"
"10/21/2022","0.000039","0.000039","0.000039","0.000038","4.66B","0.00%"
"10/20/2022","0.000039","0.000040","0.000040","0.000038","3.85B","-2.48%"
"10/19/2022","0.000040","0.000039","0.000040","0.000039","3.71B","1.28%"
"10/18/2022","0.000039","0.000039","0.000039","0.000039","","0.00%"
"10/17/2022","0.000039","0.000038","0.000040","0.000038","4.84B","0.00%"
"10/16/2022","0.000038","0.000039","0.000040","0.000038","4.85B","-2.01%"
"10/15/2022","0.000039","0.000039","0.000041","0.000038","4.88B","0.00%"
"10/14/2022","0.000039","0.000037","0.000042","0.000036","4.48B","7.64%"
"10/13/2022","0.000037","0.000038","0.000039","0.000035","4.69B","-5.14%"
"10/12/2022","0.000038","0.000038","0.000038","0.000038","4.74B","2.01%"
"10/11/2022","0.000038","0.000036","0.000038","0.000036","4.63B","4.03%"
"10/10/2022","0.000036","0.000038","0.000039","0.000036","2.89B","-3.77%"
"10/09/2022","0.000038","0.000039","0.000039","0.000037","4.95B","-4.41%"
"10/08/2022","0.000039","0.000040","0.000043","0.000039","4.82B","-2.62%"
"10/07/2022","0.000040","0.000042","0.000042","0.000040","4.74B","-4.71%"
"10/06/2022","0.000042","0.000046","0.000049","0.000042","4.16B","-6.68%"
"10/05/2022","0.000046","0.000045","0.000050","0.000040","4.45B","0.00%"
"10/04/2022","0.000045","0.000041","0.000055","0.000039","5.17B","9.22%"
"10/03/2022","0.000041","0.000039","0.000042","0.000037","4.65B","4.66%"
"10/02/2022","0.000039","0.000038","0.000040","0.000036","4.56B","2.68%"
"10/01/2022","0.000038","0.000038","0.000039","0.000038","4.66B","2.53%"
"09/30/2022","0.000038","0.000039","0.000040","0.000037","4.03B","-4.89%"
"09/29/2022","0.000039","0.000039","0.000040","0.000038","4.84B","2.15%"
"09/28/2022","0.000039","0.000038","0.000039","0.000038","4.74B","0.00%"
"09/27/2022","0.000038","0.000039","0.000040","0.000038","4.88B","-2.56%"
"09/26/2022","0.000039","0.000041","0.000041","0.000039","4.81B","-2.54%"
"09/25/2022","0.000041","0.000039","0.000042","0.000039","4.77B","2.69%"
"09/24/2022","0.000039","0.000040","0.000040","0.000039","4.86B","0.00%"
"09/23/2022","0.000040","0.000039","0.000040","0.000039","4.72B","0.00%"
"09/22/2022","0.000039","0.000038","0.000042","0.000037","4.95B","4.82%"
"09/21/2022","0.000038","0.000038","0.000038","0.000037","4.62B","-2.49%"
"09/20/2022","0.000038","0.000037","0.000042","0.000037","4.44B","5.31%"
"09/19/2022","0.000037","0.000035","0.000038","0.000034","4.39B","3.02%"
"09/18/2022","0.000035","0.000036","0.000037","0.000035","4.86B","0.00%"
"09/17/2022","0.000036","0.000035","0.000037","0.000035","4.74B","0.00%"
"09/16/2022","0.000035","0.000038","0.000038","0.000035","4.86B","-6.26%"
"09/15/2022","0.000038","0.000035","0.000040","0.000035","5.02B","8.86%"
"09/14/2022","0.000035","0.000036","0.000036","0.000034","4.91B","-4.14%"
"09/13/2022","0.000036","0.000037","0.000037","0.000036","4.31B","0.00%"
"09/12/2022","0.000037","0.000036","0.000037","0.000035","4.62B","2.93%"
"09/11/2022","0.000036","0.000035","0.000036","0.000033","4.42B","0.00%"
"09/10/2022","0.000035","0.000037","0.000038","0.000035","4.49B","-2.90%"
"09/09/2022","0.000037","0.000040","0.000040","0.000035","5.11B","-8.19%"
"09/08/2022","0.000040","0.000035","0.000041","0.000035","4.60B","12.43%"
"09/07/2022","0.000035","0.000037","0.000038","0.000035","4.89B","-4.81%"
"09/06/2022","0.000037","0.000042","0.000042","0.000037","5.16B","-11.47%"
"09/05/2022","0.000042","0.000044","0.000045","0.000041","5.14B","-3.69%"
"09/04/2022","0.000044","0.000054","0.000059","0.000040","5.71B","-19.93%"
"09/03/2022","0.000054","0.000073","0.000075","0.000042","4.71B","-25.83%"
"09/02/2022","0.000073","0.000081","0.000091","0.000072","3.60B","-9.47%"
"09/01/2022","0.000081","0.000091","0.000097","0.000075","3.70B","-10.48%"
"08/31/2022","0.000091","0.000127","0.000128","0.000079","3.62B","-28.91%"
"08/30/2022","0.000127","0.000123","0.000139","0.000122","3.53B","4.04%"
"08/29/2022","0.000123","0.000130","0.000133","0.000119","3.88B","-5.37%"
"08/28/2022","0.000129","0.000133","0.000140","0.000129","3.99B","-2.29%"
"08/27/2022","0.000133","0.000138","0.000145","0.000128","4.08B","-3.41%"
"08/26/2022","0.000137","0.000139","0.000150","0.000135","4.01B","-1.09%"
"08/25/2022","0.000139","0.000162","0.000169","0.000123","2.06B","-15.93%"
"08/24/2022","0.000165","0.000125","0.000176","0.000119","4.33B","32.97%"
"08/23/2022","0.000124","0.000110","0.000131","0.000106","17.75B","9.64%"
"08/22/2022","0.000113","0.000122","0.000136","0.000113","17.91B","-6.88%"
"08/21/2022","0.000122","0.000117","0.000130","0.000115","17.70B","4.16%"
"08/20/2022","0.000117","0.000115","0.000128","0.000113","17.65B","1.32%"
"08/19/2022","0.000115","0.000126","0.000129","0.000110","17.50B","-8.33%"
"08/18/2022","0.000126","0.000110","0.000128","0.000109","17.37B","13.98%"
"08/17/2022","0.000110","0.000121","0.000136","0.000108","5.61B","-8.98%"
"08/16/2022","0.000121","0.000123","0.000147","0.000121","20.52B","-1.07%"
"08/15/2022","0.000122","0.000118","0.000130","0.000118","59.62B","3.35%"
"08/14/2022","0.000118","0.000116","0.000127","0.000114","31.04B","1.14%"
"08/13/2022","0.000117","0.000117","0.000122","0.000107","70.47B","0.00%"
"08/12/2022","0.000117","0.000115","0.000122","0.000100","67.11B","1.79%"
"08/11/2022","0.000115","0.000113","0.000124","0.000111","45.28B","2.11%"
"08/10/2022","0.000113","0.000110","0.000118","0.000108","70.23B","2.31%"
"08/09/2022","0.000110","0.000109","0.000115","0.000106","71.36B","1.57%"
"08/08/2022","0.000109","0.000103","0.000115","0.000101","69.66B","5.79%"
"08/07/2022","0.000103","0.000103","0.000110","0.000097","70.59B","0.00%"
"08/06/2022","0.000103","0.000100","0.000104","0.000099","66.33B","2.57%"
"08/05/2022","0.000100","0.000098","0.000103","0.000096","69.81B","1.71%"
"08/04/2022","0.000099","0.000098","0.000103","0.000096","72.16B","1.24%"
"08/03/2022","0.000098","0.000096","0.000103","0.000095","71.84B","1.85%"
"08/02/2022","0.000096","0.000093","0.000101","0.000088","70.85B","3.51%"
"08/01/2022","0.000093","0.000100","0.000101","0.000089","68.44B","-7.02%"
"07/31/2022","0.000100","0.000097","0.000101","0.000093","69.19B","2.07%"
"07/30/2022","0.000097","0.000094","0.000100","0.000092","66.34B","3.21%"
"07/29/2022","0.000094","0.000095","0.000100","0.000093","71.32B","0.00%"
"07/28/2022","0.000094","0.000090","0.000100","0.000086","66.30B","4.44%"
"07/27/2022","0.000090","0.000083","0.000099","0.000080","67.42B","9.62%"
"07/26/2022","0.000083","0.000079","0.000090","0.000077","70.80B","4.85%"
"07/25/2022","0.000079","0.000077","0.000090","0.000072","50.54B","2.81%"
"07/24/2022","0.000077","0.000076","0.000090","0.000071","4.05B","0.00%"
"07/23/2022","0.000076","0.000083","0.000088","0.000071","4.19B","-7.72%"
"07/22/2022","0.000083","0.000086","0.000090","0.000081","3.99B","-4.14%"
"07/21/2022","0.000086","0.000088","0.000090","0.000082","3.24B","-2.28%"
"07/20/2022","0.000088","0.000085","0.000092","0.000084","3.68B","3.55%"
"07/19/2022","0.000085","0.000084","0.000097","0.000083","3.84B","1.77%"
"07/18/2022","0.000084","0.000084","0.000099","0.000080","3.75B","0.00%"
"07/17/2022","0.000084","0.000086","0.000095","0.000083","3.71B","-3.17%"
"07/16/2022","0.000086","0.000084","0.000097","0.000082","3.79B","2.10%"
"07/15/2022","0.000084","0.000099","0.000100","0.000082","4.03B","-14.98%"
"07/14/2022","0.000099","0.000080","0.000101","0.000079","3.99B","24.11%"
"07/13/2022","0.000080","0.000082","0.000093","0.000079","3.97B","-2.06%"
"07/12/2022","0.000082","0.000087","0.000094","0.000081","3.93B","-5.50%"
"07/11/2022","0.000086","0.000083","0.000093","0.000076","3.95B","4.68%"
"07/10/2022","0.000083","0.000097","0.000101","0.000080","3.82B","-15.21%"
"07/09/2022","0.000097","0.000075","0.000119","0.000074","5.21B","30.81%"
"07/08/2022","0.000074","0.000075","0.000078","0.000072","4.13B","0.00%"
"07/07/2022","0.000075","0.000069","0.000085","0.000068","3.98B","7.78%"
"07/06/2022","0.000069","0.000068","0.000085","0.000067","3.94B","2.70%"
"07/05/2022","0.000068","0.000054","0.000072","0.000053","4.06B","24.23%"
"07/04/2022","0.000054","0.000060","0.000070","0.000050","5.62B","-8.64%"
"07/03/2022","0.000060","0.000057","0.000070","0.000055","8.04B","3.70%"
"07/02/2022","0.000057","0.000055","0.000068","0.000052","7.90B","4.57%"
"07/01/2022","0.000055","0.000058","0.000074","0.000053","8.15B","-1.86%"
"06/30/2022","0.000056","0.000050","0.000079","0.000049","8.48B","13.15%"
"06/29/2022","0.000050","0.000067","0.000100","0.000048","8.44B","-26.62%"
"06/28/2022","0.000067","0.000043","0.000086","0.000040","6.74B","57.53%"
"06/27/2022","0.000043","0.000039","0.000046","0.000039","8.59B","10.82%"
"06/26/2022","0.000039","0.000037","0.000043","0.000036","10.59B","3.09%"
"06/25/2022","0.000037","0.000037","0.000038","0.000037","8.71B","1.79%"
"06/24/2022","0.000037","0.000037","0.000037","0.000035","10.34B","0.00%"
"06/23/2022","0.000037","0.000040","0.000040","0.000036","10.05B","-9.42%"
"06/22/2022","0.000040","0.000041","0.000041","0.000040","10.51B","0.00%"
"06/21/2022","0.000040","0.000039","0.000041","0.000039","10.50B","3.53%"
"06/20/2022","0.000039","0.000039","0.000039","0.000038","8.98B","1.40%"
"06/19/2022","0.000039","0.000040","0.000040","0.000038","8.97B","-2.35%"
"06/18/2022","0.000040","0.000039","0.000043","0.000039","9.45B","0.00%"
"06/17/2022","0.000039","0.000037","0.000040","0.000036","7.53B","6.85%"
"06/16/2022","0.000037","0.000036","0.000043","0.000035","9.45B","3.75%"
"06/15/2022","0.000035","0.000036","0.000037","0.000033","9.30B","-1.61%"
"06/14/2022","0.000036","0.000036","0.000036","0.000036","","0.00%"
"06/13/2022","0.000036","0.000039","0.000039","0.000035","14.24B","-7.41%"
"06/12/2022","0.000039","0.000040","0.000044","0.000037","13.30B","-2.57%"
"06/11/2022","0.000040","0.000039","0.000042","0.000039","14.82B","4.44%"
"06/10/2022","0.000039","0.000039","0.000039","0.000038","10.53B","0.00%"
"06/09/2022","0.000039","0.000037","0.000041","0.000037","14.38B","4.76%"
"06/08/2022","0.000037","0.000041","0.000044","0.000037","15.76B","-10.70%"
"06/07/2022","0.000041","0.000041","0.000042","0.000041","14.83B","1.25%"
"06/06/2022","0.000041","0.000041","0.000042","0.000041","13.39B","0.00%"
"06/05/2022","0.000041","0.000040","0.000041","0.000039","14.17B","0.00%"
"06/04/2022","0.000040","0.000038","0.000044","0.000038","8.54B","6.37%"
"06/03/2022","0.000038","0.000037","0.000038","0.000037","10.46B","0.00%"
"06/02/2022","0.000037","0.000039","0.000039","0.000036","13.66B","-5.07%"
"06/01/2022","0.000039","0.000041","0.000041","0.000039","13.91B","-4.45%"
"05/31/2022","0.000041","0.000040","0.000044","0.000040","14.03B","4.21%"
"05/30/2022","0.000040","0.000038","0.000040","0.000038","12.96B","5.71%"
"05/29/2022","0.000038","0.000037","0.000038","0.000037","12.96B","0.00%"
"05/28/2022","0.000038","0.000038","0.000039","0.000035","13.05B","-2.44%"
"05/27/2022","0.000038","0.000039","0.000039","0.000031","13.24B","0.00%"
"05/26/2022","0.000039","0.000039","0.000039","0.000038","12.94B","0.00%"
"05/25/2022","0.000039","0.000037","0.000044","0.000037","13.28B","2.96%"
"05/24/2022","0.000037","0.000037","0.000038","0.000035","13.32B","0.00%"
"05/23/2022","0.000037","0.000037","0.000042","0.000036","13.21B","0.00%"
"05/22/2022","0.000037","0.000034","0.000039","0.000034","12.45B","8.39%"
"05/21/2022","0.000035","0.000036","0.000036","0.000033","9.17B","-5.08%"
"05/20/2022","0.000036","0.000039","0.000039","0.000035","10.53B","-7.54%"
"05/19/2022","0.000039","0.000039","0.000040","0.000037","7.45B","0.00%"
"05/18/2022","0.000039","0.000039","0.000041","0.000036","8.15B","0.00%"
"05/17/2022","0.000039","0.000039","0.000040","0.000037","6.35B","0.00%"
"05/16/2022","0.000039","0.000043","0.000043","0.000037","3.29B","-8.50%"
"05/15/2022","0.000043","0.000042","0.000050","0.000040","3.81B","2.88%"
"05/14/2022","0.000042","0.000038","0.000048","0.000026","4.13B","11.63%"
"05/13/2022","0.000038","0.000043","0.000044","0.000037","5.82B","-12.01%"
"05/12/2022","0.000043","0.000049","0.000051","0.000023","13.85B","-12.06%"
"05/11/2022","0.000049","0.000056","0.000058","0.000047","24.74B","-13.65%"
"05/10/2022","0.000056","0.000056","0.000061","0.000051","22.99B","1.19%"
"05/09/2022","0.000056","0.000057","0.000062","0.000053","25.11B","-3.19%"
"05/08/2022","0.000057","0.000061","0.000062","0.000057","24.20B","-5.62%"
"05/07/2022","0.000061","0.000062","0.000068","0.000060","22.87B","-1.27%"
"05/06/2022","0.000062","0.000051","0.000124","0.000051","25.24B","19.79%"
"05/05/2022","0.000051","0.000053","0.000054","0.000050","25.01B","-2.04%"
"05/04/2022","0.000053","0.000053","0.000053","0.000050","24.80B","-1.52%"
"05/03/2022","0.000053","0.000053","0.000058","0.000051","24.78B","0.00%"
"05/02/2022","0.000053","0.000051","0.000055","0.000051","24.58B","5.28%"
"05/01/2022","0.000051","0.000053","0.000054","0.000050","24.87B","-4.92%"
"04/30/2022","0.000053","0.000052","0.000057","0.000052","25.07B","3.27%"
"04/29/2022","0.000052","0.000061","0.000066","0.000051","25.47B","-15.79%"
"04/28/2022","0.000061","0.000063","0.000073","0.000056","23.92B","-3.17%"
"04/27/2022","0.000063","0.000064","0.000079","0.000061","20.40B","-1.52%"
"04/26/2022","0.000064","0.000058","0.000084","0.000055","22.08B","11.94%"
"04/25/2022","0.000058","0.000049","0.000059","0.000046","11.17B","16.90%"
"04/24/2022","0.000049","0.000050","0.000051","0.000049","11.20M","0.00%"
"04/23/2022","0.000050","0.000052","0.000052","0.000049","81.47M","-3.93%"
"04/22/2022","0.000052","0.000050","0.000052","0.000050","76.83M","2.50%"
"04/21/2022","0.000050","0.000050","0.000052","0.000048","90.05M","0.00%"
"04/20/2022","0.000050","0.000050","0.000051","0.000050","64.55M","0.00%"
"04/19/2022","0.000050","0.000052","0.000052","0.000050","188.08M","-4.08%"
"04/18/2022","0.000052","0.000052","0.000058","0.000050","487.32M","1.67%"
"04/17/2022","0.000052","0.000052","0.000053","0.000051","79.59M","0.00%"
"04/16/2022","0.000052","0.000052","0.000052","0.000052","19.85M","0.00%"
"04/15/2022","0.000052","0.000052","0.000054","0.000051","68.24M","0.00%"
"04/14/2022","0.000052","0.000054","0.000054","0.000050","190.38M","-3.62%"
"04/13/2022","0.000054","0.000051","0.000055","0.000051","79.20M","5.86%"
"04/12/2022","0.000051","0.000053","0.000055","0.000051","84.27M","-3.89%"
"04/11/2022","0.000053","0.000059","0.000059","0.000053","87.91M","-10.10%"
"04/10/2022","0.000059","0.000057","0.000060","0.000057","64.56M","4.46%"
"04/09/2022","0.000057","0.000058","0.000058","0.000056","70.65M","-2.37%"
"04/08/2022","0.000058","0.000056","0.000059","0.000055","111.38M","4.05%"
"04/07/2022","0.000056","0.000055","0.000057","0.000055","128.09M","2.52%"
"04/06/2022","0.000055","0.000061","0.000061","0.000054","122.01M","-10.44%"
"04/05/2022","0.000061","0.000060","0.000063","0.000060","25.86M","2.36%"
"04/04/2022","0.000060","0.000062","0.000064","0.000059","82.17M","-4.12%"
"04/03/2022","0.000062","0.000060","0.000064","0.000060","81.65M","4.49%"
"04/02/2022","0.000060","0.000061","0.000064","0.000058","177.95M","-1.94%"
"04/01/2022","0.000061","0.000060","0.000063","0.000059","80.77M","1.62%"
"03/31/2022","0.000060","0.000060","0.000067","0.000059","159.67M","0.00%"
"03/30/2022","0.000060","0.000061","0.000063","0.000057","66.66M","-1.71%"
"03/29/2022","0.000061","0.000057","0.000062","0.000057","95.87M","7.49%"
"03/28/2022","0.000057","0.000060","0.000063","0.000057","102.83M","-5.33%"
"03/27/2022","0.000060","0.000057","0.000061","0.000056","96.32M","5.59%"
"03/26/2022","0.000057","0.000059","0.000059","0.000055","75.33M","-2.65%"
"03/25/2022","0.000059","0.000063","0.000063","0.000058","56.25M","-7.31%"
"03/24/2022","0.000063","0.000059","0.000065","0.000058","165.43M","6.65%"
"03/23/2022","0.000059","0.000062","0.000067","0.000059","194.39M","-4.53%"
"03/22/2022","0.000062","0.000054","0.000065","0.000054","198.94M","14.99%"
"03/21/2022","0.000054","0.000053","0.000054","0.000053","42.20M","1.95%"
"03/20/2022","0.000053","0.000056","0.000056","0.000052","122.26M","-5.04%"
"03/19/2022","0.000056","0.000054","0.000058","0.000054","58.43M","3.39%"
"03/18/2022","0.000054","0.000054","0.000055","0.000053","42.03M","0.00%"
"03/17/2022","0.000054","0.000056","0.000056","0.000052","141.82M","-3.67%"
"03/16/2022","0.000056","0.000051","0.000061","0.000051","556.28M","8.45%"
"03/15/2022","0.000051","0.000057","0.000058","0.000051","207.31M","-10.70%"
"03/14/2022","0.000057","0.000056","0.000058","0.000055","133.77M","2.98%"
"03/13/2022","0.000056","0.000056","0.000057","0.000052","210.59M","-1.33%"
"03/12/2022","0.000056","0.000052","0.000060","0.000050","408.74M","8.54%"
"03/11/2022","0.000052","0.000052","0.000053","0.000049","671.61M","0.00%"
"03/10/2022","0.000052","0.000052","0.000054","0.000051","769.44M","0.00%"
"03/09/2022","0.000052","0.000048","0.000053","0.000047","359.99M","8.18%"
"03/08/2022","0.000048","0.000050","0.000053","0.000046","513.96M","-4.50%"
"03/07/2022","0.000050","0.000053","0.000056","0.000042","534.88M","-4.70%"
"03/06/2022","0.000053","0.000057","0.000057","0.000050","208.88M","-8.22%"
"03/05/2022","0.000057","0.000057","0.000064","0.000053","452.38M","0.88%"
"03/04/2022","0.000057","0.000060","0.000062","0.000053","434.61M","-4.74%"
"03/03/2022","0.000060","0.000065","0.000067","0.000056","387.28M","-8.92%"
"03/02/2022","0.000065","0.000065","0.000068","0.000063","377.63M","0.00%"
"03/01/2022","0.000065","0.000063","0.000067","0.000061","315.73M","3.70%"
"02/28/2022","0.000063","0.000062","0.000068","0.000061","308.11M","0.82%"
"02/27/2022","0.000062","0.000062","0.000067","0.000060","294.50M","0.00%"
"02/26/2022","0.000062","0.000065","0.000067","0.000062","215.76M","-3.50%"
"02/25/2022","0.000065","0.000063","0.000067","0.000057","516.34M","1.78%"
"02/24/2022","0.000063","0.000067","0.000068","0.000052","722.05M","-5.08%"
"02/23/2022","0.000067","0.000064","0.000070","0.000063","233.60M","5.14%"
"02/22/2022","0.000064","0.000065","0.000068","0.000062","237.92M","-2.08%"
"02/21/2022","0.000065","0.000065","0.000072","0.000063","423.26M","0.00%"
"02/20/2022","0.000065","0.000081","0.000081","0.000064","343.54M","-19.51%"
"02/19/2022","0.000081","0.000068","0.000082","0.000068","323.71M","19.36%"
"02/18/2022","0.000068","0.000079","0.000082","0.000066","643.32M","-14.00%"
"02/17/2022","0.000079","0.000085","0.000086","0.000077","221.98M","-7.48%"
"02/16/2022","0.000085","0.000084","0.000091","0.000081","393.13M","1.80%"
"02/15/2022","0.000084","0.000081","0.000090","0.000078","237.38M","3.71%"
"02/14/2022","0.000081","0.000086","0.000110","0.000076","1.80B","-6.37%"
"02/13/2022","0.000086","0.000071","0.000089","0.000068","566.92M","20.99%"
"02/12/2022","0.000071","0.000073","0.000074","0.000070","168.46M","-1.94%"
"02/11/2022","0.000073","0.000074","0.000080","0.000070","432.21M","-1.36%"
"02/10/2022","0.000074","0.000089","0.000090","0.000071","485.15M","-16.98%"
"02/09/2022","0.000089","0.000086","0.000091","0.000084","218.19M","3.29%"
"02/08/2022","0.000086","0.000088","0.000095","0.000076","605.43M","-3.11%"
"02/07/2022","0.000089","0.000071","0.000111","0.000069","892.90M","25.75%"
"02/06/2022","0.000071","0.000070","0.000075","0.000067","263.46M","0.00%"
"02/05/2022","0.000070","0.000074","0.000079","0.000066","358.91M","-5.07%"
"02/04/2022","0.000074","0.000066","0.000076","0.000065","123.31M","12.24%"
"02/03/2022","0.000066","0.000065","0.000069","0.000065","144.08M","0.92%"
"02/02/2022","0.000065","0.000064","0.000067","0.000063","160.87M","2.50%"
"02/01/2022","0.000064","0.000062","0.000065","0.000061","212.99M","1.78%"
"01/31/2022","0.000062","0.000067","0.000067","0.000062","98.73M","-7.30%"
"01/30/2022","0.000067","0.000063","0.000070","0.000062","348.65M","7.51%"
"01/29/2022","0.000063","0.000060","0.000064","0.000060","191.46M","4.75%"
"01/28/2022","0.000060","0.000059","0.000060","0.000057","199.82M","1.32%"
"01/27/2022","0.000059","0.000061","0.000062","0.000058","260.78M","-2.91%"
"01/26/2022","0.000061","0.000059","0.000062","0.000058","203.69M","2.49%"
"01/25/2022","0.000059","0.000059","0.000073","0.000055","605.86M","1.18%"
"01/24/2022","0.000059","0.000058","0.000061","0.000056","540.34M","1.45%"
"01/23/2022","0.000058","0.000059","0.000063","0.000056","474.36M","-1.72%"
"01/22/2022","0.000059","0.000058","0.000062","0.000055","571.57M","0.91%"
"01/21/2022","0.000058","0.000070","0.000072","0.000058","621.57M","-16.70%"
"01/20/2022","0.000070","0.000072","0.000074","0.000070","263.76M","-3.39%"
"01/19/2022","0.000072","0.000071","0.000075","0.000068","215.62M","2.43%"
